ORF,Chr,ORF Start,ORF End,Strand,TSS,TTS,+1 nucleosome,-1 nucleosome,NDR Center,NDR Width
YBR281C,chrII,767606,764970,-1,767655,764860,767604,767855,767730,104
YBR282W,chrII,768240,768680,1,768201,768801,768244,767996,768120,101
YBR283C,chrII,770415,768943,-1,770568,768791,770512,770892,770702,233
YBR286W,chrII,774700,776313,1,774687,776379,774743,774437,774590,159
YBR288C,chrII,779463,778012,-1,779521,777946,779454,779708,779581,107
YBR289W,chrII,779667,782384,1,779638,782442,779708,779454,779581,107
YBR290W,chrII,782591,783556,1,782584,783661,782628,782351,782490,130
YBR291C,chrII,784572,783673,-1,784608,783627,784619,784848,784734,82
YBR293W,chrII,787006,788430,1,787106,788645,787105,786824,786965,134
YBR294W,chrII,789235,791814,1,789235,791814,788981,788689,788835,145
YBR295W,chrII,792849,796499,1,792832,796621,792842,792579,792711,116
YBR296C,chrII,798522,796798,-1,798588,796520,798864,799245,799055,234
YBR297W,chrII,800523,801929,1,800484,802166,800547,800225,800386,175
YBR298C,chrII,804475,802631,-1,804475,802544,804858,805164,805011,159
YBR299W,chrII,805351,807105,1,805141,807105,805164,804858,805011,159
YBR302C,chrII,811479,810340,-1,811486,810283,811411,811711,811561,153
YCL064C,chrIII,16880,15798,-1,16890,15712,16909,17315,17112,259
YCL063W,chrIII,17290,18561,1,17274,18693,17315,16909,17112,259
YCL061C,chrIII,22106,18816,-1,22154,18624,22102,22335,22219,86
YCL059C,chrIII,23379,22429,-1,23404,22318,23355,23617,23486,115
YCL058C,chrIII,23981,23523,-1,23981,23523,24316,24562,24439,99
YCL058W-A,chrIII,23584,23925,1,23562,23990,23617,23355,23486,115
YCL057W,chrIII,24768,26906,1,24782,27035,24814,24562,24688,105
YCL055W,chrIII,27929,28936,1,27923,29019,27953,27730,27842,76
YCL054W,chrIII,31449,33974,1,31432,34078,31449,31155,31302,147
YCL052C,chrIII,35393,34143,-1,35426,33985,35370,35622,35496,105
YCL051W,chrIII,35865,37616,1,35584,37662,35622,35370,35496,105
YCL050C,chrIII,38801,37836,-1,38863,37722,38830,39090,38960,113
YCL048W,chrIII,42165,43556,1,42165,43556,42129,41690,41910,292
YCL045C,chrIII,46905,44623,-1,46945,44562,46925,47180,47053,108
YCL044C,chrIII,48364,47111,-1,48405,46937,48385,48655,48520,123
YCL043C,chrIII,50221,48653,-1,50258,48590,50207,50760,50484,406
YCL040W,chrIII,50838,52340,1,50809,52518,50808,50245,50527,416
YCL039W,chrIII,52645,54882,1,52625,54924,52667,52369,52518,151
YCL038C,chrIII,56527,54941,-1,56583,54863,56552,56812,56682,113
YCL037C,chrIII,58678,57374,-1,58745,57287,58730,59025,58878,148
YCL036W,chrIII,59026,60726,1,58972,60822,59025,58730,58878,148
YCL035C,chrIII,61173,60841,-1,61237,60715,61203,61399,61301,49
YCL034W,chrIII,61658,62722,1,61634,62794,61674,61399,61537,128
YCL033C,chrIII,63282,62776,-1,63247,62705,63219,63460,63340,94
YCL032W,chrIII,63441,64481,1,63364,64676,63460,63219,63340,94
YCL031C,chrIII,65568,64675,-1,65619,64556,65556,65839,65698,136
YCL030C,chrIII,68333,65934,-1,68393,65849,68417,68696,68557,132
YCL029C,chrIII,69921,68599,-1,69981,68338,69930,70153,70042,76
YCL028W,chrIII,70150,71367,1,70118,71439,70153,69930,70042,76
YCL027W,chrIII,71803,73341,1,71775,73432,71741,71464,71603,130
YCL026C-A,chrIII,75285,74704,-1,75387,74490,75395,75619,75507,77
YCL025C,chrIII,77919,76018,-1,77950,75925,77907,78727,78317,673
YCL024W,chrIII,79162,82275,1,79090,82386,79131,78859,78995,125
YCL018W,chrIII,91324,92418,1,91324,92418,91279,90684,90982,448
YCL017C,chrIII,94270,92777,-1,94385,92619,94346,94587,94467,94
YCL016C,chrIII,95763,94621,-1,95795,94480,95732,95951,95842,72
YCL014W,chrIII,96281,101191,1,96178,101310,96221,95951,96086,123
YCL012C,chrIII,101788,101317,-1,101822,101199,101772,102070,101921,151
YCL011C,chrIII,103358,102075,-1,103402,101990,103339,103630,103485,144
YCL010C,chrIII,104350,103571,-1,104370,103571,104321,104605,104463,137
YCL009C,chrIII,105548,104619,-1,105594,104471,105547,105803,105675,109
YCL008C,chrIII,106853,105696,-1,106857,105564,106806,107060,106933,107
YCL005W-A,chrIII,107023,107417,1,106998,107519,107060,106806,106933,107
YCL005W,chrIII,108021,108791,1,107975,108928,108032,107749,107891,136
YCL004W,chrIII,109105,110670,1,109025,110747,109126,108828,108977,151
YCL001W,chrIII,111916,112482,1,111897,112528,111928,111654,111791,127
YCR002C,chrIII,118348,117380,-1,118393,117321,118343,118647,118495,157
YCR003W,chrIII,118620,119171,1,118598,119276,118647,118343,118495,157
YCR004C,chrIII,120318,119575,-1,120508,119468,120287,120515,120401,81
YCR005C,chrIII,122328,120946,-1,122388,120814,122465,123006,122736,394
YCR008W,chrIII,128470,130281,1,128007,130539,128071,127541,127806,383
YCR009C,chrIII,131542,130745,-1,131623,130646,131545,131817,131681,125
YCR010C,chrIII,133124,132273,-1,133124,132144,133479,133766,133623,140
YCR011C,chrIII,136873,133724,-1,137024,133667,137042,137797,137420,608
YCR012W,chrIII,137746,138996,1,137706,139154,137797,137042,137420,608
YCR014C,chrIII,140933,139185,-1,140933,139078,140929,141143,141036,67
YCR017C,chrIII,147634,144773,-1,147663,144588,147638,147945,147792,160
YCR020C,chrIII,154659,154012,-1,154659,153941,154692,154895,154794,56
YCR020C-A,chrIII,155096,154830,-1,155114,154680,155059,155331,155195,125
YCR020W-B,chrIII,155320,155556,1,155310,155556,155331,155059,155195,125
YCR021C,chrIII,157107,156109,-1,157207,155930,157509,157790,157650,134
YCR023C,chrIII,160373,158538,-1,160463,158297,160399,160676,160538,130
YCR024C,chrIII,162222,160744,-1,162222,160623,162185,162395,162290,63
YCR024C-A,chrIII,163067,162945,-1,163258,162631,163367,163932,163650,418
YCR026C,chrIII,166339,164111,-1,166413,163896,166344,166601,166473,110
YCR027C,chrIII,167999,167370,-1,168174,167206,168159,168506,168333,200
YCR028C,chrIII,172424,170886,-1,172542,170631,172472,172751,172612,132
YCR028C-A,chrIII,173440,172950,-1,173480,172758,173451,173720,173586,122
YCR030C,chrIII,176438,173826,-1,176497,173653,176451,176734,176593,136
YCR031C,chrIII,178220,177500,-1,178261,177399,178221,178623,178422,255
YCR032W,chrIII,179520,186023,1,179391,186144,179439,179208,179324,84
YCR033W,chrIII,186489,190169,1,186288,190326,186331,185995,186163,189
YCR034W,chrIII,190592,191635,1,190566,191802,190611,190237,190424,227
YCR035C,chrIII,193018,191834,-1,193028,191689,193004,193319,193162,168
YCR036W,chrIII,193297,194298,1,193280,194384,193319,193004,193162,168
YCR037C,chrIII,197185,194414,-1,197216,194323,197164,197441,197303,130
YCR039C,chrIII,200178,199546,-1,200050,199464,200135,200411,200273,129
YCR040W,chrIII,200442,200969,1,200442,201190,200411,200162,200287,102
YCR042C,chrIII,205397,201174,-1,205420,201055,205373,205635,205504,115
YCR044C,chrIII,207950,206877,-1,207968,206779,207906,208178,208042,125
YCR045C,chrIII,209610,208135,-1,209610,207846,209633,209922,209778,142
YCR046C,chrIII,210423,209914,-1,210429,209808,210401,210658,210530,110
YCR047C,chrIII,211545,210718,-1,211634,210517,211582,211899,211741,170
YCR048W,chrIII,211929,213761,1,211885,213935,211899,211582,211741,170
YCR052W,chrIII,214994,216445,1,214959,216630,215016,214765,214891,104
YCR053W,chrIII,216697,218241,1,216656,218321,216677,216376,216527,154
YCR054C,chrIII,220067,218376,-1,220145,218136,220108,220348,220228,93
YCR057C,chrIII,223228,220457,-1,223290,220344,223252,223535,223394,136
YCR059C,chrIII,224230,223454,-1,224247,223273,224223,224472,224348,102
YCR060W,chrIII,224399,224734,1,224386,224867,224472,224223,224348,102
YCR063W,chrIII,228318,228791,1,228280,228791,228354,228151,228253,56
YCR065W,chrIII,229310,231004,1,229256,231352,229150,228748,228949,255
YCR066W,chrIII,231500,232963,1,231450,233126,231516,231292,231404,77
YCR067C,chrIII,236322,233125,-1,236429,233028,236374,236737,236556,216
YCR068W,chrIII,237214,238776,1,237083,238776,237098,236737,236918,214
YCR069W,chrIII,239055,240011,1,238908,240130,238974,238643,238809,184
YCR071C,chrIII,240543,240103,-1,240588,240024,240530,240792,240661,115
YCR072C,chrIII,242352,240805,-1,242378,240724,242330,242625,242478,148
YCR073C,chrIII,246583,242588,-1,246648,242516,246597,246980,246789,236
YCR073W-A,chrIII,246963,247910,1,246926,248024,246980,246597,246789,236
YCR075C,chrIII,248815,248033,-1,248836,247889,248770,249011,248891,94
YCR077C,chrIII,252628,250238,-1,252661,250100,252596,252887,252742,144
YCR079W,chrIII,252845,254173,1,252839,254299,252887,252596,252742,144
YCR081W,chrIII,254371,258654,1,254371,258654,254401,254167,254284,87
YCR082W,chrIII,258883,259269,1,258853,259362,258890,258615,258753,128
YCR083W,chrIII,259578,259961,1,259543,260077,259611,259365,259488,99
YCR084C,chrIII,262452,260311,-1,262677,259972,262591,263016,262804,278
YCR086W,chrIII,263392,263964,1,263348,264017,263375,263190,263283,38
YCR088W,chrIII,265068,266846,1,265030,266979,265086,264805,264946,134
YCR089W,chrIII,267434,272263,1,267138,272322,267174,266850,267012,177
YCR091W,chrIII,274404,276566,1,274404,276566,274362,274111,274237,104
YCR092C,chrIII,279820,276764,-1,279856,276617,279818,280148,279983,183
YCR093W,chrIII,280117,286443,1,280087,286548,280148,279818,279983,183
YCR094W,chrIII,286762,287937,1,286699,288211,286758,286455,286607,156
YCR098C,chrIII,298605,297049,-1,298579,296795,298998,299297,299148,152
YCR104W,chrIII,307801,308175,1,307514,308175,307580,307291,307436,142
YCR105W,chrIII,309070,310155,1,309070,310186,309018,308774,308896,97
YCR106W,chrIII,310958,313456,1,310928,313456,310983,310726,310855,110
YCR107W,chrIII,313890,314981,1,313890,315246,313846,313557,313702,142
YDL248W,chrIV,1802,2953,1,1792,2953,1881,1421,1651,313
YDL247W,chrIV,5985,7814,1,5985,7814,5878,5601,5740,130
YDL245C,chrIV,13360,11657,-1,13360,11657,13614,13934,13774,173
YDL244W,chrIV,16204,17226,1,15940,17226,15946,15716,15831,83
YDL240W,chrIV,22823,25876,1,22651,26119,22693,22402,22548,144
YDL238C,chrIV,30454,28985,-1,30482,28919,30461,30676,30569,68
YDL237W,chrIV,30657,31829,1,30625,32012,30676,30461,30569,68
YDL236W,chrIV,32296,33234,1,32259,33416,32307,32015,32161,145
YDL235C,chrIV,33918,33415,-1,34041,33272,34006,34294,34150,141
YDL234C,chrIV,36477,34237,-1,36614,34200,36561,36830,36696,122
YDL232W,chrIV,38487,38597,1,38468,38855,38522,38239,38381,136
YDL231C,chrIV,42244,38867,-1,42355,38807,42306,42719,42513,266
YDL230W,chrIV,42700,43707,1,42674,43743,42719,42306,42513,266
YDL229W,chrIV,44065,45906,1,44035,46012,44073,43693,43883,233
YDL227C,chrIV,48031,46271,-1,48070,46211,47793,48067,47930,127
YDL226C,chrIV,52173,51115,-1,52196,50885,52156,52453,52305,150
YDL225W,chrIV,52445,54100,1,52395,54185,52453,52156,52305,150
YDL224C,chrIV,56346,54397,-1,56346,54155,56665,57050,56858,238
YDL222C,chrIV,61801,60872,-1,61801,60540,62045,62441,62243,249
YDL220C,chrIV,65018,62244,-1,65042,62244,64995,65254,65125,112
YDL219W,chrIV,65242,65765,1,65216,66035,65254,64995,65125,112
YDL217C,chrIV,68606,67983,-1,68766,67905,68748,69004,68876,109
YDL216C,chrIV,70319,68997,-1,70314,68883,70272,70522,70397,103
YDL214C,chrIV,76545,74446,-1,76545,74314,76885,77242,77064,210
YDL213C,chrIV,77966,77289,-1,77975,77228,77932,78172,78052,93
YDL212W,chrIV,78426,79058,1,78379,79206,78432,78172,78302,113
YDL210W,chrIV,84270,85985,1,84270,85985,84003,83733,83868,123
YDL209C,chrIV,87226,86207,-1,87248,86011,87212,87525,87369,166
YDL208W,chrIV,87512,87982,1,87467,88109,87525,87212,87369,166
YDL207W,chrIV,88248,89864,1,88210,89944,88263,87996,88130,120
YDL205C,chrIV,93745,92762,-1,93942,92516,93906,94183,94045,130
YDL204W,chrIV,94605,95786,1,94605,95972,94183,93906,94045,130
YDL203C,chrIV,97953,96082,-1,98152,95822,98105,98476,98291,224
YDL202W,chrIV,98475,99224,1,98421,99370,98476,98105,98291,224
YDL201W,chrIV,99561,100421,1,99493,100504,99551,99289,99420,115
YDL200C,chrIV,101067,100501,-1,101103,100431,101026,101306,101166,133
YDL198C,chrIV,104551,103649,-1,104656,103527,104588,104934,104761,199
YDL197C,chrIV,106494,104917,-1,106508,104742,106471,106694,106583,76
YDL195W,chrIV,107208,111029,1,107089,111215,107131,106813,106972,171
YDL194W,chrIV,111580,114234,1,111376,114401,111425,111152,111289,126
YDL193W,chrIV,114672,115799,1,114605,115999,114610,114348,114479,115
YDL192W,chrIV,116321,116866,1,116284,117020,116282,115944,116113,191
YDL191W,chrIV,117664,118517,1,117605,118616,117660,117246,117453,267
YDL190C,chrIV,121592,118707,-1,121787,118655,121731,122023,121877,145
YDL189W,chrIV,122078,123589,1,122026,123683,122023,121731,121877,145
YDL188C,chrIV,124998,123865,-1,125180,123711,125127,125384,125256,110
YDL185W,chrIV,126787,130002,1,126689,130107,126736,126410,126573,179
YDL184C,chrIV,130484,130407,-1,130506,130197,130466,130911,130689,298
YDL183C,chrIV,131833,130871,-1,131907,130731,131891,132186,132039,148
YDL182W,chrIV,133437,134723,1,133411,134815,133331,132703,133017,481
YDL181W,chrIV,135179,135436,1,135016,135544,135034,134679,134857,208
YDL179W,chrIV,138291,139205,1,138196,139357,138099,137845,137972,107
YDL178W,chrIV,139522,141114,1,139505,141177,139531,139261,139396,123
YDL176W,chrIV,142097,144223,1,141971,144338,142000,141727,141864,126
YDL175C,chrIV,145518,144484,-1,145542,144266,145500,145797,145649,150
YDL174C,chrIV,147589,145826,-1,147691,145734,147941,148204,148073,116
YDL173W,chrIV,148191,149078,1,148142,149204,148204,147637,147921,420
YDL171C,chrIV,155640,149203,-1,155896,149073,155868,156359,156114,344
YDL170W,chrIV,156318,157904,1,156290,158035,156359,155868,156114,344
YDL169C,chrIV,158735,158064,-1,158735,158064,158716,158994,158855,131
YDL168W,chrIV,159604,160764,1,159548,160816,159559,159289,159424,123
YDL167C,chrIV,163154,160995,-1,163197,160816,163165,163426,163296,114
YDL166C,chrIV,164042,163449,-1,164096,163387,164032,164313,164173,134
YDL165W,chrIV,164290,164865,1,164228,164905,164313,164032,164173,134
YDL164C,chrIV,167254,164987,-1,167305,164826,167243,167516,167380,126
YDL161W,chrIV,167714,169078,1,167698,169182,167752,167516,167634,89
YDL160C,chrIV,171930,170410,-1,172214,170232,172163,172490,172327,180
YDL159W,chrIV,172481,174028,1,172435,174224,172490,172163,172327,180
YDL155W,chrIV,176773,178056,1,176633,178194,176684,176383,176534,154
YDL154W,chrIV,178334,181039,1,178334,181082,178351,178110,178231,94
YDL153C,chrIV,183018,181186,-1,183044,181045,183009,183287,183148,131
YDL150W,chrIV,183343,184611,1,183232,184685,183287,183009,183148,131
YDL149W,chrIV,184925,187918,1,184880,188018,184920,184671,184796,102
YDL148C,chrIV,190586,188154,-1,190616,187950,190604,190913,190759,162
YDL147W,chrIV,190924,192261,1,190873,192407,190913,190604,190759,162
YDL146W,chrIV,192750,194225,1,192567,194284,192595,192344,192470,104
YDL145C,chrIV,198176,194571,-1,198431,194409,198404,198675,198540,124
YDL143W,chrIV,199996,201582,1,199961,201680,200005,199723,199864,135
YDL142C,chrIV,202570,201719,-1,202634,201592,202575,202841,202708,119
YDL141W,chrIV,203039,205111,1,202800,205374,202841,202575,202708,119
YDL140C,chrIV,210561,205360,-1,211104,205239,211069,211403,211236,187
YDL139C,chrIV,212046,211375,-1,212077,211232,212011,212292,212152,134
YDL138W,chrIV,213351,215642,1,213175,215718,213120,212689,212905,284
YDL137W,chrIV,216158,217074,1,216037,217226,216076,215713,215895,216
YDL136W,chrIV,217600,218367,1,217535,218455,217613,217133,217373,333
YDL135C,chrIV,219288,218680,-1,219333,218590,219324,219632,219478,161
YDL134C,chrIV,220771,219662,-1,221283,219555,221229,221479,221354,103
YDL133C-A,chrIV,221801,221724,-1,221819,221523,221763,222323,222043,413
YDL132W,chrIV,224304,226751,1,223990,226913,224081,223749,223915,185
YDL131W,chrIV,227393,228715,1,227357,228817,227298,226956,227127,195
YDL130W-A,chrIV,229171,229431,1,229095,229589,229184,228869,229027,168
YDL130W,chrIV,229906,230527,1,229870,230620,229858,229505,229682,206
YDL128W,chrIV,232652,233887,1,232591,234060,232620,232302,232461,171
YDL127W,chrIV,234927,235853,1,234856,236020,234751,234394,234573,210
YDL126C,chrIV,238664,236157,-1,238714,236081,238665,238942,238804,130
YDL125C,chrIV,239606,239019,-1,239598,238906,239582,239827,239705,98
YDL124W,chrIV,240259,241197,1,240214,241269,240239,239827,240033,265
YDL123W,chrIV,241418,241840,1,241405,241840,241433,241121,241277,165
YDL122W,chrIV,242552,244981,1,242552,245042,242354,242044,242199,163
YDL120W,chrIV,245923,246447,1,245843,246601,245872,245569,245721,156
YDL117W,chrIV,248581,251238,1,248260,251372,248233,247961,248097,125
YDL116W,chrIV,251566,253746,1,251499,253845,251556,251280,251418,129
YDL115C,chrIV,255126,253995,-1,255168,253903,255119,255375,255247,109
YDL113C,chrIV,258555,256633,-1,258641,256537,258586,258877,258732,144
YDL112W,chrIV,258915,263225,1,258835,263334,258877,258586,258732,144
YDL111C,chrIV,264110,263313,-1,264171,263268,264134,264475,264305,194
YDL110C,chrIV,264964,264512,-1,265021,264408,264959,265309,265134,203
YDL108W,chrIV,267698,268699,1,267675,268785,267734,267504,267619,83
YDL107W,chrIV,268921,269976,1,268900,270126,268922,268719,268821,56
YDL106C,chrIV,271901,270222,-1,271965,270094,271914,272151,272033,90
YDL105W,chrIV,272389,273597,1,272348,273756,272423,272151,272287,125
YDL104C,chrIV,274876,273653,-1,274897,273569,274860,275118,274989,111
YDL103C,chrIV,276581,275148,-1,276654,275055,276571,276826,276699,108
YDL102W,chrIV,276872,280165,1,276780,280288,276835,276571,276703,117
YDL101C,chrIV,281848,280307,-1,281909,280198,281857,282130,281994,126
YDL100C,chrIV,283176,282112,-1,283212,282036,283149,283419,283284,123
YDL099W,chrIV,283419,284444,1,283399,284532,283419,283149,283284,123
YDL098C,chrIV,285165,284581,-1,285166,284443,285135,285402,285269,120
YDL097C,chrIV,286695,285391,-1,286727,285293,286670,287064,286867,247
YDL095W,chrIV,287059,289512,1,286979,289607,287064,286670,286867,247
YDL093W,chrIV,289909,292140,1,289884,292420,289881,289629,289755,105
YDL092W,chrIV,292781,293221,1,292758,293357,292802,292520,292661,135
YDL091C,chrIV,294759,293392,-1,294855,293298,294790,294993,294892,56
YDL090C,chrIV,296329,295034,-1,296315,294961,296320,296551,296436,84
YDL089W,chrIV,296820,298274,1,296494,298382,296582,296320,296451,115
YDL088C,chrIV,300003,298417,-1,300131,298263,300099,300342,300221,96
YDL087C,chrIV,300999,300214,-1,301015,300052,300976,301208,301092,85
YDL085W,chrIV,303211,304848,1,303211,305191,303155,302948,303052,60
YDL084W,chrIV,305237,306577,1,305121,306664,305121,304804,304963,170
YDL083C,chrIV,307789,306926,-1,307819,306796,307810,308424,308117,467
YDL082W,chrIV,308424,309388,1,308352,309530,308424,307810,308117,467
YDL081C,chrIV,310122,309802,-1,310188,309694,310138,310486,310312,201
YDL080C,chrIV,312471,310642,-1,312680,310474,312636,312899,312768,116
YDL079C,chrIV,314748,312951,-1,314982,312823,314957,315202,315080,98
YDL078C,chrIV,316388,315357,-1,316460,315273,316395,316626,316511,84
YDL077C,chrIV,320120,316971,-1,320290,316856,320221,320473,320347,105
YDL076C,chrIV,321552,320668,-1,321675,320409,321642,322210,321926,421
